,Unnamed: 0,LOCATION,TIME,Germany_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
634,,,,,,,,3.5853826161802744,2134.8281658992323
635,,,,,,,,3.5833741453423382,2138.1848193259925
636,,,,,,,,3.58136088733898,2141.5414727527527
637,,,,,,,,3.579342908199987,2144.898126179513
638,,,,,,,,3.5773202743269428,2148.2547796062727
639,,,,,,,,3.5752930524932305,2151.611433033033
640,,,,,,,,3.5732613098440265,2154.968086459793
641,,,,,,,,3.571225113896301,2158.3247398865533
642,,,,,,,,3.569184532538818,2161.6813933133135
643,,,,,,,,3.567139634032143,2165.0380467400732
644,,,,,,,,3.565090487008628,2168.3947001668334
645,,,,,,,,3.5630371604724274,2171.7513535935936
646,,,,,,,,3.56097972379949,2175.108007020354
647,,,,,,,,3.558918246737554,2178.4646604471136
648,,,,,,,,3.5568527994061636,2181.821313873874
649,,,,,,,,3.5547834522966455,2185.177967300634
650,,,,,,,,3.5527102762721285,2188.534620727394
651,,,,,,,,3.550633342567542,2191.891274154154
652,,,,,,,,3.548552722789597,2195.247927580914
653,,,,,,,,3.5464684889168114,2198.6045810076744
654,,,,,,,,3.544380713299494,2201.9612344344346
655,,,,,,,,3.542289468659748,2205.3178878611943
656,,,,,,,,3.5401948280914723,2208.6745412879545
657,,,,,,,,3.5380968650603655,2212.0311947147147
658,,,,,,,,3.5359956534039143,2215.387848141475
659,,,,,,,,3.5338912673314082,2218.7445015682347
660,,,,,,,,3.5317837814239215,2222.101154994995
661,,,,,,,,3.529673270634333,2225.457808421755
662,,,,,,,,3.527559810287317,2228.8144618485153
663,,,,,,,,3.525443476079334,2232.171115275275
664,,,,,,,,3.5233243440786515,2235.5277687020352
665,,,,,,,,3.5212024907253197,2238.8844221287954
666,,,,,,,,3.519077992831196,2242.2410755555557
667,,,,,,,,3.516950927579927,2245.5977289823154
668,,,,,,,,3.514821372526951,2248.9543824090756
669,,,,,,,,3.5126894055995117,2252.311035835836
670,,,,,,,,3.5105551050966373,2255.667689262596
671,,,,,,,,3.5084185496891607,2259.0243426893558
672,,,,,,,,3.5062798184197033,2262.380996116116
673,,,,,,,,3.5041389907026814,2265.737649542876
674,,,,,,,,3.501996146324311,2269.0943029696364
675,,,,,,,,3.499851365442603,2272.4509563963966
676,,,,,,,,3.4977047285873577,2275.8076098231563
677,,,,,,,,3.4955563166601786,2279.1642632499165
678,,,,,,,,3.4934062109344617,2282.5209166766767
679,,,,,,,,3.4912544930553913,2285.877570103437
680,,,,,,,,3.489101245039961,2289.2342235301967
681,,,,,,,,3.486946549276944,2292.590876956957
682,,,,,,,,3.4847904885269196,2295.947530383717
683,,,,,,,,3.482633145922259,2299.3041838104773
684,,,,,,,,3.48047460496713,2302.660837237237
685,,,,,,,,3.478314949537492,2306.0174906639973
686,,,,,,,,3.4761542638811,2309.3741440907575
687,,,,,,,,3.4739926326175126,2312.7307975175177
688,,,,,,,,3.4718301407380707,2316.0874509442774
689,,,,,,,,3.4696668736059197,2319.4441043710376
690,,,,,,,,3.467502916955997,2322.800757797798
691,,,,,,,,3.4653383568950384,2326.157411224558
692,,,,,,,,3.4631732799015706,2329.5140646513178
693,,,,,,,,3.4610077728259143,2332.870718078078
694,,,,,,,,3.4588419228901928,2336.227371504838
695,,,,,,,,3.4566758176883163,2339.5840249315984
696,,,,,,,,3.4545095451859975,2342.940678358358
697,,,,,,,,3.4523431937207385,2346.2973317851183
698,,,,,,,,3.450176852001841,2349.6539852118785
699,,,,,,,,3.4480106091103986,2353.0106386386387
700,,,,,,,,3.445844554499305,2356.3672920653985
701,,,,,,,,3.4436787779932403,2359.7239454921587
702,,,,,,,,3.4415133697886886,2363.080598918919
703,,,,,,,,3.4393484204539257,2366.437252345679
704,,,,,,,,3.4371840209290245,2369.7939057724393
705,,,,,,,,3.4350202625258484,2373.150559199199
706,,,,,,,,3.43285723692806,2376.5072126259593
707,,,,,,,,3.430695036191119,2379.8638660527195
708,,,,,,,,3.4285337527422763,2383.2205194794797
709,,,,,,,,3.426373479380576,2386.5771729062394
710,,,,,,,,3.4242143092768655,2389.9338263329996
711,,,,,,,,3.4220563359737803,2393.29047975976
712,,,,,,,,3.4198996533857544,2396.64713318652
713,,,,,,,,3.4177443557990173,2400.0037866132798
714,,,,,,,,3.4155905378715925,2403.36044004004
715,,,,,,,,3.4134382946332957,2406.7170934668
716,,,,,,,,3.4112877214857455,2410.0737468935604
717,,,,,,,,3.4091389142023494,2413.43040032032
718,,,,,,,,3.4069919689283092,2416.7870537470803
719,,,,,,,,3.4048469821806324,2420.1437071738405
720,,,,,,,,3.402704050848106,2423.5003606006007
721,,,,,,,,3.400563272191328,2426.8570140273605
722,,,,,,,,3.3984247438426793,2430.2136674541207
723,,,,,,,,3.39628856380634,2433.570320880881
724,,,,,,,,3.3941548304582905,2436.926974307641
725,,,,,,,,3.3920236425462993,2440.283627734401
726,,,,,,,,3.3898950991899337,2443.640281161161
727,,,,,,,,3.3877692998805546,2446.9969345879213
728,,,,,,,,3.385646344481322,2450.3535880146815
729,,,,,,,,3.3835263332271848,2453.710241441441
730,,,,,,,,3.381409366724894,2457.0668948682014
731,,,,,,,,3.3792955459529894,2460.4235482949616
732,,,,,,,,3.3771849722618112,2463.780201721722
733,,,,,,,,3.3750777473734916,2467.1368551484816
734,,,,,,,,3.372973973381961,2470.493508575242
735,,,,,,,,3.3708737527529418,2473.850162002002
736,,,,,,,,3.368777188323953,2477.206815428762
737,,,,,,,,3.3666843833043085,2480.5634688555224
738,,,,,,,,3.364595441275119,2483.920122282282
739,,,,,,,,3.3625104661892897,2487.2767757090423
740,,,,,,,,3.360429562371521,2490.6334291358025
741,,,,,,,,3.358352834518305,2493.9900825625627
742,,,,,,,,3.3562803876979395,2497.3467359893225
743,,,,,,,,3.3542123273505,2500.7033894160827
744,,,,,,,,3.3521487592878754,2504.060042842843
745,,,,,,,,3.350089789693739,2507.416696269603
746,,,,,,,,3.348035525123564,2510.773349696363
747,,,,,,,,3.3459860725046124,2514.130003123123
748,,,,,,,,3.3439415391359537,2517.4866565498833
749,,,,,,,,3.341902032688443,2520.8433099766435
750,,,,,,,,3.339867661204731,2524.199963403403
751,,,,,,,,3.3378385330992617,2527.5566168301634
752,,,,,,,,3.335814757158285,2530.9132702569236
753,,,,,,,,3.3337964425398354,2534.269923683684
754,,,,,,,,3.3317836987737466,2537.6265771104436
755,,,,,,,,3.3297766357616494,2540.983230537204
756,,,,,,,,3.327775363776966,2544.339883963964
757,,,,,,,,3.3257799934649173,2547.696537390724
758,,,,,,,,3.323790635842515,2551.053190817484
759,,,,,,,,3.3218074022985706,2554.409844244244
760,,,,,,,,3.3198304045936893,2557.7664976710043
761,,,,,,,,3.317859754860271,2561.1231510977645
762,,,,,,,,3.3158955656025113,2564.4798045245243
763,,,,,,,,3.3139379496964,2567.8364579512845
764,,,,,,,,3.311987020389724,2571.1931113780447
765,,,,,,,,3.310042891302062,2574.549764804805
766,,,,,,,,3.308105676424795,2577.9064182315647
767,,,,,,,,3.3061754901210945,2581.263071658325
768,,,,,,,,3.30425244712592,2584.619725085085
769,,,,,,,,3.3023366625460433,2587.9763785118453
770,,,,,,,,3.300428251860016,2591.3330319386055
771,,,,,,,,3.2985273309181906,2594.689685365365
772,,,,,,,,3.296634015942717,2598.0463387921254
773,,,,,,,,3.294748423527538,2601.4029922188856
774,,,,,,,,3.2928706706383917,2604.759645645646
775,,,,,,,,3.291000874612812,2608.1162990724056
776,,,,,,,,3.289139153160124,2611.472952499166
777,,,,,,,,3.287285624361463,2614.829605925926
778,,,,,,,,3.285440406669736,2618.186259352686
779,,,,,,,,3.2836036189096633,2621.542912779446
780,,,,,,,,3.2817753802777534,2624.899566206206
781,,,,,,,,3.2799558103423085,2628.2562196329663
782,,,,,,,,3.2781450290434373,2631.6128730597266
783,,,,,,,,3.2763431566930263,2634.9695264864863
784,,,,,,,,3.274550313974774,2638.3261799132465
785,,,,,,,,3.272766621944161,2641.6828333400067
786,,,,,,,,3.270992202028469,2645.039486766767
787,,,,,,,,3.269227176026778,2648.3961401935267
788,,,,,,,,3.2674716661099548,2651.752793620287
789,,,,,,,,3.2657257948206713,2655.109447047047
790,,,,,,,,3.2639896850733883,2658.4661004738073
791,,,,,,,,3.262263460154364,2661.822753900567
792,,,,,,,,3.2605472437216463,2665.179407327327
793,,,,,,,,3.258841159805087,2668.5360607540874
794,,,,,,,,3.257145332806331,2671.8927141808476
795,,,,,,,,3.2554598874988145,2675.2493676076074
796,,,,,,,,3.2537849490277706,2678.6060210343676
797,,,,,,,,3.252120642910229,2681.962674461128
798,,,,,,,,3.250467095035015,2685.319327887888
799,,,,,,,,3.248824431662751,2688.6759813146477
800,,,,,,,,3.2471927794258435,2692.032634741408
801,,,,,,,,3.2455722653285117,2695.389288168168
802,,,,,,,,3.2439630167467506,2698.7459415949284
803,,,,,,,,3.2423651614283684,2702.1025950216886
804,,,,,,,,3.2407788274929596,2705.4592484484483
805,,,,,,,,3.239204143431912,2708.8159018752085
806,,,,,,,,3.237641238108416,2712.1725553019687
807,,,,,,,,3.2360902407574517,2715.529208728729
808,,,,,,,,3.234551280985794,2718.8858621554887
809,,,,,,,,3.2330244887720143,2722.242515582249
810,,,,,,,,3.2315099944664816,2725.599169009009
811,,,,,,,,3.2300079287913563,2728.9558224357693
812,,,,,,,,3.228518422840599,2732.312475862529
813,,,,,,,,3.2270416080799644,2735.6691292892892
814,,,,,,,,3.225577616346994,2739.0257827160494
815,,,,,,,,3.224126579851035,2742.3824361428096
816,,,,,,,,3.2226886311732277,2745.7390895695694
817,,,,,,,,3.2212639032665047,2749.0957429963296
818,,,,,,,,3.2198525294555917,2752.45239642309
819,,,,,,,,3.2184546434370147,2755.80904984985
820,,,,,,,,3.217070379279096,2759.1657032766097
821,,,,,,,,3.2156998714219465,2762.52235670337
822,,,,,,,,3.2143432546774813,2765.87901013013
823,,,,,,,,3.2130006642294004,2769.2356635568904
824,,,,,,,,3.2116722356332104,2772.59231698365
825,,,,,,,,3.2103581048162,2775.9489704104103
826,,,,,,,,3.209058408077465,2779.3056238371705
827,,,,,,,,3.2077732820878917,2782.6622772639307
828,,,,,,,,3.2065028638901585,2786.0189306906905
829,,,,,,,,3.205247290898747,2789.3755841174507
830,,,,,,,,3.2040067008999227,2792.732237544211
831,,,,,,,,3.2027812320517555,2796.088890970971
832,,,,,,,,3.2015710228841128,2799.445544397731
833,,,,,,,,3.2003762122986457,2802.802197824491
834,,,,,,,,3.199196939568813,2806.1588512512512
835,,,,,,,,3.1980333443398563,2809.5155046780114
836,,,,,,,,3.1968855666288265,2812.8721581047716
837,,,,,,,,3.1957537468245567,2816.2288115315314
838,,,,,,,,3.1946380256876807,2819.5854649582916
839,,,,,,,,3.1935385443506332,2822.942118385052
840,,,,,,,,3.1924554443176314,2826.298771811812
841,,,,,,,,3.1913888674646986,2829.6554252385718
842,,,,,,,,3.1903389560396533,2833.012078665332
843,,,,,,,,3.1893058526620988,2836.368732092092
844,,,,,,,,3.1882897003234474,2839.7253855188524
845,,,,,,,,3.187290642386895,2843.082038945612
846,,,,,,,,3.186308822587441,2846.4386923723723
847,,,,,,,,3.185344385031871,2849.7953457991325
848,,,,,,,,3.1843974741987795,2853.1519992258927
849,,,,,,,,3.1834682349385366,2856.5086526526525
850,,,,,,,,3.1825568124733294,2859.8653060794127
851,,,,,,,,3.1816633523971327,2863.221959506173
852,,,,,,,,3.1807880006756997,2866.578612932933
853,,,,,,,,3.179930903646606,2869.935266359693
854,,,,,,,,3.1790922080192,2873.291919786453
855,,,,,,,,3.1782720608746446,2876.6485732132132
856,,,,,,,,3.177470609665879,2880.0052266399734
857,,,,,,,,3.176688002217657,2883.361880066733
858,,,,,,,,3.175924386726509,2886.7185334934934
859,,,,,,,,3.1751799117607673,2890.0751869202536
860,,,,,,,,3.17445472626057,2893.431840347014
861,,,,,,,,3.1737489795378346,2896.7884937737736
862,,,,,,,,3.1730628212762846,2900.1451472005338
863,,,,,,,,3.1723964015314357,2903.501800627294
864,,,,,,,,3.171749870730591,2906.858454054054
865,,,,,,,,3.1711233796728675,2910.2151074808144
866,,,,,,,,3.1705170795291577,2913.571760907574
867,,,,,,,,3.1699311218421595,2916.9284143343343
868,,,,,,,,3.169365658526365,2920.2850677610945
869,,,,,,,,3.168820841868062,2923.6417211878547
870,,,,,,,,3.168296824525325,2926.9983746146145
871,,,,,,,,3.167793759528043,2930.3550280413747
872,,,,,,,,3.167311800277883,2933.711681468135
873,,,,,,,,3.1668511005483038,2937.068334894895
874,,,,,,,,3.166411814484584,2940.424988321655
875,,,,,,,,3.1659940966037645,2943.781641748415
876,,,,,,,,3.1655981017947132,2947.1382951751752
877,,,,,,,,3.165223985318073,2950.4949486019354
878,,,,,,,,3.164871902806285,2953.851602028695
879,,,,,,,,3.164542010263594,2957.2082554554554
880,,,,,,,,3.164234464066027,2960.5649088822156
881,,,,,,,,3.163949420961419,2963.921562308976
882,,,,,,,,3.1636870380693893,2967.2782157357356
883,,,,,,,,3.1634474728813693,2970.6348691624958
884,,,,,,,,3.1632308832605567,2973.991522589256
885,,,,,,,,3.16303742744198,2977.348176016016
886,,,,,,,,3.162867264032432,2980.704829442776
887,,,,,,,,3.1627205520105166,2984.061482869536
888,,,,,,,,3.1625974507266355,2987.4181362962963
889,,,,,,,,3.162498119902972,2990.7747897230565
890,,,,,,,,3.162422719633522,2994.1314431498163
891,,,,,,,,3.1623714103840586,2997.4880965765765
892,,,,,,,,3.162344352992165,3000.8447500033367
893,,,,,,,,3.162341708667208,3004.201403430097
894,,,,,,,,3.162363638990357,3007.5580568568566
895,,,,,,,,3.162410305914581,3010.914710283617
896,,,,,,,,3.162481871764633,3014.271363710377
897,,,,,,,,3.162578499237065,3017.6280171371372
898,,,,,,,,3.1627003514002237,3020.9846705638975
899,,,,,,,,3.162847591694258,3024.341323990657
900,,,,,,,,3.1630203839311073,3027.6979774174174
901,,,,,,,,3.1632188922945077,3031.0546308441776
902,,,,,,,,3.1634432813399807,3034.411284270938
903,,,,,,,,3.163693715994853,3037.7679376976976
904,,,,,,,,3.163970361558253,3041.1245911244578
905,,,,,,,,3.1642733837010844,3044.481244551218
906,,,,,,,,3.164602948466071,3047.837897977978
907,,,,,,,,3.1649592222677096,3051.194551404738
908,,,,,,,,3.165342371892298,3054.551204831498
909,,,,,,,,3.165752564497937,3057.9078582582583
910,,,,,,,,3.166189967614518,3061.2645116850185
911,,,,,,,,3.1666547491437345,3064.6211651117783
912,,,,,,,,3.1671470773590538,3067.9778185385385
913,,,,,,,,3.1676671209057705,3071.3344719652987
914,,,,,,,,3.1682150488009446,3074.691125392059
915,,,,,,,,3.1687910304334457,3078.0477788188186
916,,,,,,,,3.1693952355639405,3081.404432245579
917,,,,,,,,3.1700278343248836,3084.761085672339
918,,,,,,,,3.170688997220531,3088.1177390990993
919,,,,,,,,3.1713788951269275,3091.474392525859
920,,,,,,,,3.172097699291926,3094.831045952619
921,,,,,,,,3.172845581335156,3098.1876993793794
922,,,,,,,,3.173622713248055,3101.5443528061396
923,,,,,,,,3.174429267393856,3104.9010062328994
924,,,,,,,,3.175265416507578,3108.2576596596596
925,,,,,,,,3.1761313336960466,3111.6143130864198
926,,,,,,,,3.177027192437873,3114.97096651318
927,,,,,,,,3.177953166583472,3118.3276199399397
928,,,,,,,,3.178909430355049,3121.6842733667
929,,,,,,,,3.1798961583465983,3125.04092679346
930,,,,,,,,3.180913525523929,3128.3975802202203
931,,,,,,,,3.1819617072246196,3131.7542336469805
932,,,,,,,,3.1830408791580616,3135.1108870737403
933,,,,,,,,3.184151217405444,3138.4675405005005
934,,,,,,,,3.1852928984197377,3141.8241939272607
935,,,,,,,,3.186466099025708,3145.180847354021
936,,,,,,,,3.1876709964199392,3148.5375007807806
937,,,,,,,,3.188907768170785,3151.894154207541
938,,,,,,,,3.190176592218404,3155.250807634301
939,,,,,,,,3.1914776468747497,3158.6074610610613
940,,,,,,,,3.192811110823568,3161.964114487821
941,,,,,,,,3.194177163120413,3165.320767914581
942,,,,,,,,3.1955759831926165,3168.6774213413414
943,,,,,,,,3.197007750839311,3172.0340747681016
944,,,,,,,,3.198472646231434,3175.3907281948614
945,,,,,,,,3.199970849911703,3178.7473816216216
946,,,,,,,,3.2015025427946426,3182.104035048382
947,,,,,,,,3.203067906166566,3185.460688475142
948,,,,,,,,3.204667121685587,3188.8173419019017
949,,,,,,,,3.2063003713816083,3192.173995328662
950,,,,,,,,3.207967837656336,3195.530648755422
951,,,,,,,,3.2096697032832635,3198.8873021821823
952,,,,,,,,3.2114061514076777,3202.243955608942
953,,,,,,,,3.213177365546673,3205.6006090357023
954,,,,,,,,3.214983529589126,3208.9572624624625
955,,,,,,,,3.2168248277957225,3212.3139158892227
956,,,,,,,,3.2187014447989264,3215.6705693159824
957,,,,,,,,3.220613565603009,3219.0272227427427
958,,,,,,,,3.2225613755840374,3222.383876169503
959,,,,,,,,3.2245450604898624,3225.740529596263
960,,,,,,,,3.22656480644014,3229.0971830230233
961,,,,,,,,3.2286207999263232,3232.453836449783
962,,,,,,,,3.2307132278116537,3235.810489876543
963,,,,,,,,3.2328422773311734,3239.1671433033034
964,,,,,,,,3.2350081360917096,3242.5237967300636
965,,,,,,,,3.2372109920719008,3245.8804501568234
966,,,,,,,,3.239451033622169,3249.2371035835836
967,,,,,,,,3.241728449464736,3252.593757010344
968,,,,,,,,3.2440434286936113,3255.950410437104
969,,,,,,,,3.2463961607746077,3259.3070638638637
970,,,,,,,,3.2487868355453426,3262.663717290624
971,,,,,,,,3.2512156432152017,3266.020370717384
972,,,,,,,,3.2536827743653918,3269.3770241441443
973,,,,,,,,3.256188419948896,3272.733677570904
974,,,,,,,,3.2587327712905148,3276.0903309976643
975,,,,,,,,3.261316020086819,3279.4469844244245
976,,,,,,,,3.2639383584061923,3282.8036378511847
977,,,,,,,,3.2665999786888014,3286.1602912779445
978,,,,,,,,3.2693010737466164,3289.5169447047047
979,,,,,,,,3.2720418367634077,3292.873598131465
980,,,,,,,,3.274822461294726,3296.230251558225
981,,,,,,,,3.2776431412679288,3299.586904984985
982,,,,,,,,3.280504070982161,3302.943558411745
983,,,,,,,,3.283405445108373,3306.300211838505
984,,,,,,,,3.286347458689299,3309.6568652652654
985,,,,,,,,3.28933030713948,3313.013518692025
986,,,,,,,,3.2923541862452392,3316.3701721187854
987,,,,,,,,3.295419292164706,3319.7268255455456
988,,,,,,,,3.2985258214278006,3323.083478972306
989,,,,,,,,3.3016739709362333,3326.4401323990655
990,,,,,,,,3.3048639379635256,3329.7967858258257
991,,,,,,,,3.308095920154973,3333.153439252586
992,,,,,,,,3.311370115527684,3336.510092679346
993,,,,,,,,3.314686722470556,3339.8667461061063
994,,,,,,,,3.318045939744277,3343.223399532866
995,,,,,,,,3.3214479664813363,3346.5800529596263
996,,,,,,,,3.3248930021860135,3349.9367063863865
997,,,,,,,,3.328381246734392,3353.2933598131467
998,,,,,,,,3.331912900374333,3356.6500132399065
999,,,,,,,,3.3354881637255187,3360.0066666666667
