,Unnamed: 0,LOCATION,TIME,Turkey_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
633,,,,,,,,13.065749139862607,2131.4715124724726
634,,,,,,,,13.058992200790886,2134.8281658992323
635,,,,,,,,13.052131508869838,2138.1848193259925
636,,,,,,,,13.045167172460854,2141.5414727527527
637,,,,,,,,13.038099307263412,2144.898126179513
638,,,,,,,,13.030928036348616,2148.2547796062727
639,,,,,,,,13.023653490192917,2151.611433033033
640,,,,,,,,13.016275806711665,2154.968086459793
641,,,,,,,,13.008795131292832,2158.3247398865533
642,,,,,,,,13.001211616830535,2161.6813933133135
643,,,,,,,,12.993525423758772,2165.0380467400732
644,,,,,,,,12.985736720084962,2168.3947001668334
645,,,,,,,,12.977845681423677,2171.7513535935936
646,,,,,,,,12.969852491030114,2175.108007020354
647,,,,,,,,12.961757339833898,2178.4646604471136
648,,,,,,,,12.953560426472581,2181.821313873874
649,,,,,,,,12.945261957325375,2185.177967300634
650,,,,,,,,12.936862146546705,2188.534620727394
651,,,,,,,,12.928361216099876,2191.891274154154
652,,,,,,,,12.919759395790667,2195.247927580914
653,,,,,,,,12.911056923301022,2198.6045810076744
654,,,,,,,,12.902254044222605,2201.9612344344346
655,,,,,,,,12.893351012090523,2205.3178878611943
656,,,,,,,,12.884348088416875,2208.6745412879545
657,,,,,,,,12.87524554272439,2212.0311947147147
658,,,,,,,,12.866043652580093,2215.387848141475
659,,,,,,,,12.856742703628928,2218.7445015682347
660,,,,,,,,12.84734298962741,2222.101154994995
661,,,,,,,,12.837844812477119,2225.457808421755
662,,,,,,,,12.828248482258548,2228.8144618485153
663,,,,,,,,12.81855431726456,2232.171115275275
664,,,,,,,,12.808762644034122,2235.5277687020352
665,,,,,,,,12.798873797385799,2238.8844221287954
666,,,,,,,,12.788888120451592,2242.2410755555557
667,,,,,,,,12.778805964710333,2245.5977289823154
668,,,,,,,,12.768627690021592,2248.9543824090756
669,,,,,,,,12.758353664658973,2252.311035835836
670,,,,,,,,12.747984265344034,2255.667689262596
671,,,,,,,,12.73751987727977,2259.0243426893558
672,,,,,,,,12.726960894184248,2262.380996116116
673,,,,,,,,12.716307718324305,2265.737649542876
674,,,,,,,,12.705560760549123,2269.0943029696364
675,,,,,,,,12.694720440323895,2272.4509563963966
676,,,,,,,,12.683787185763368,2275.8076098231563
677,,,,,,,,12.672761433665617,2279.1642632499165
678,,,,,,,,12.66164362954557,2282.5209166766767
679,,,,,,,,12.650434227668587,2285.877570103437
680,,,,,,,,12.639133691084329,2289.2342235301967
681,,,,,,,,12.627742491660033,2292.590876956957
682,,,,,,,,12.616261110114525,2295.947530383717
683,,,,,,,,12.604690036051498,2299.3041838104773
684,,,,,,,,12.593029767993404,2302.660837237237
685,,,,,,,,12.581280813414967,2306.0174906639973
686,,,,,,,,12.569443688776818,2309.3741440907575
687,,,,,,,,12.557518919559119,2312.7307975175177
688,,,,,,,,12.54550704029521,2316.0874509442774
689,,,,,,,,12.533408594605323,2319.4441043710376
690,,,,,,,,12.52122413522999,2322.800757797798
691,,,,,,,,12.508954224063917,2326.157411224558
692,,,,,,,,12.496599432189502,2329.5140646513178
693,,,,,,,,12.484160339910435,2332.870718078078
694,,,,,,,,12.471637536785341,2336.227371504838
695,,,,,,,,12.459031621661541,2339.5840249315984
696,,,,,,,,12.446343202708409,2342.940678358358
697,,,,,,,,12.433572897451317,2346.2973317851183
698,,,,,,,,12.420721332805119,2349.6539852118785
699,,,,,,,,12.407789145107603,2353.0106386386387
700,,,,,,,,12.394776980153484,2356.3672920653985
701,,,,,,,,12.381685493227767,2359.7239454921587
702,,,,,,,,12.368515349139447,2363.080598918919
703,,,,,,,,12.355267222255097,2366.437252345679
704,,,,,,,,12.34194179653274,2369.7939057724393
705,,,,,,,,12.328539765555096,2373.150559199199
706,,,,,,,,12.315061832563448,2376.5072126259593
707,,,,,,,,12.301508710491309,2379.8638660527195
708,,,,,,,,12.28788112199786,2383.2205194794797
709,,,,,,,,12.274179799501756,2386.5771729062394
710,,,,,,,,12.260405485214637,2389.9338263329996
711,,,,,,,,12.246558931174906,2393.29047975976
712,,,,,,,,12.23264089928114,2396.64713318652
713,,,,,,,,12.218652161325966,2400.0037866132798
714,,,,,,,,12.204593499029475,2403.36044004004
715,,,,,,,,12.190465704072995,2406.7170934668
716,,,,,,,,12.176269578132693,2410.0737468935604
717,,,,,,,,12.162005932913093,2413.43040032032
718,,,,,,,,12.14767559018087,2416.7870537470803
719,,,,,,,,12.133279381798392,2420.1437071738405
720,,,,,,,,12.118818149757406,2423.5003606006007
721,,,,,,,,12.104292746212526,2426.8570140273605
722,,,,,,,,12.089704033515066,2430.2136674541207
723,,,,,,,,12.075052884246535,2433.570320880881
724,,,,,,,,12.060340181252219,2436.926974307641
725,,,,,,,,12.045566817674999,2440.283627734401
726,,,,,,,,12.03073369698885,2443.640281161161
727,,,,,,,,12.015841733032449,2446.9969345879213
728,,,,,,,,12.000891850042951,2450.3535880146815
729,,,,,,,,11.985884982689416,2453.710241441441
730,,,,,,,,11.970822076106518,2457.0668948682014
731,,,,,,,,11.955704085928307,2460.4235482949616
732,,,,,,,,11.940531978321676,2463.780201721722
733,,,,,,,,11.925306730020072,2467.1368551484816
734,,,,,,,,11.910029328357016,2470.493508575242
735,,,,,,,,11.894700771299927,2473.850162002002
736,,,,,,,,11.879322067483589,2477.206815428762
737,,,,,,,,11.863894236243798,2480.5634688555224
738,,,,,,,,11.848418307651105,2483.920122282282
739,,,,,,,,11.832895322544278,2487.2767757090423
740,,,,,,,,11.817326332564111,2490.6334291358025
741,,,,,,,,11.801712400186933,2493.9900825625627
742,,,,,,,,11.78605459875823,2497.3467359893225
743,,,,,,,,11.770354012526386,2500.7033894160827
744,,,,,,,,11.754611736676186,2504.060042842843
745,,,,,,,,11.738828877362483,2507.416696269603
746,,,,,,,,11.723006551743882,2510.773349696363
747,,,,,,,,11.70714588801646,2514.130003123123
748,,,,,,,,11.691248025446985,2517.4866565498833
749,,,,,,,,11.675314114407104,2520.8433099766435
750,,,,,,,,11.659345316406533,2524.199963403403
751,,,,,,,,11.643342804126949,2527.5566168301634
752,,,,,,,,11.627307761455473,2530.9132702569236
753,,,,,,,,11.611241383518351,2534.269923683684
754,,,,,,,,11.59514487671466,2537.6265771104436
755,,,,,,,,11.579019458749759,2540.983230537204
756,,,,,,,,11.562866358669073,2544.339883963964
757,,,,,,,,11.546686816891654,2547.696537390724
758,,,,,,,,11.530482085243936,2551.053190817484
759,,,,,,,,11.514253426993111,2554.409844244244
760,,,,,,,,11.498002116880958,2557.7664976710043
761,,,,,,,,11.481729441157444,2561.1231510977645
762,,,,,,,,11.465436697614368,2564.4798045245243
763,,,,,,,,11.449125195618823,2567.8364579512845
764,,,,,,,,11.432796256147117,2571.1931113780447
765,,,,,,,,11.41645121181816,2574.549764804805
766,,,,,,,,11.400091406927135,2577.9064182315647
767,,,,,,,,11.3837181974793,2581.263071658325
768,,,,,,,,11.367332951223393,2584.619725085085
769,,,,,,,,11.350937047685381,2587.9763785118453
770,,,,,,,,11.334531878202018,2591.3330319386055
771,,,,,,,,11.318118845954718,2594.689685365365
772,,,,,,,,11.30169936600267,2598.0463387921254
773,,,,,,,,11.285274865317025,2601.4029922188856
774,,,,,,,,11.268846782814297,2604.759645645646
775,,,,,,,,11.25241656938984,2608.1162990724056
776,,,,,,,,11.235985687951729,2611.472952499166
777,,,,,,,,11.219555613454293,2614.829605925926
778,,,,,,,,11.203127832931632,2618.186259352686
779,,,,,,,,11.186703845531515,2621.542912779446
780,,,,,,,,11.17028516254867,2624.899566206206
781,,,,,,,,11.15387330745877,2628.2562196329663
782,,,,,,,,11.137469815951693,2631.6128730597266
783,,,,,,,,11.121076235965507,2634.9695264864863
784,,,,,,,,11.104694127719785,2638.3261799132465
785,,,,,,,,11.088325063749568,2641.6828333400067
786,,,,,,,,11.071970628938647,2645.039486766767
787,,,,,,,,11.05563242055344,2648.3961401935267
788,,,,,,,,11.039312048276589,2651.752793620287
789,,,,,,,,11.023011134240381,2655.109447047047
790,,,,,,,,11.006731313060659,2658.4661004738073
791,,,,,,,,10.990474231870355,2661.822753900567
792,,,,,,,,10.974241550353003,2665.179407327327
793,,,,,,,,10.958034940776532,2668.5360607540874
794,,,,,,,,10.941856088026856,2671.8927141808476
795,,,,,,,,10.925706689641306,2675.2493676076074
796,,,,,,,,10.909588455842613,2678.6060210343676
797,,,,,,,,10.893503109572254,2681.962674461128
798,,,,,,,,10.877452386524244,2685.319327887888
799,,,,,,,,10.86143803517864,2688.6759813146477
800,,,,,,,,10.845461816835286,2692.032634741408
801,,,,,,,,10.8295255056474,2695.389288168168
802,,,,,,,,10.813630888655087,2698.7459415949284
803,,,,,,,,10.797779765819246,2702.1025950216886
804,,,,,,,,10.781973950054823,2705.4592484484483
805,,,,,,,,10.766215267264915,2708.8159018752085
806,,,,,,,,10.750505556373856,2712.1725553019687
807,,,,,,,,10.734846669361293,2715.529208728729
808,,,,,,,,10.719240471295638,2718.8858621554887
809,,,,,,,,10.703688840367693,2722.242515582249
810,,,,,,,,10.688193667924214,2725.599169009009
811,,,,,,,,10.672756858501703,2728.9558224357693
812,,,,,,,,10.65738032985998,2732.312475862529
813,,,,,,,,10.64206601301574,2735.6691292892892
814,,,,,,,,10.626815852276241,2739.0257827160494
815,,,,,,,,10.611631805272896,2742.3824361428096
816,,,,,,,,10.596515842995036,2745.7390895695694
817,,,,,,,,10.581469949823305,2749.0957429963296
818,,,,,,,,10.566496123563486,2752.45239642309
819,,,,,,,,10.551596375480091,2755.80904984985
820,,,,,,,,10.536772730329904,2759.1657032766097
821,,,,,,,,10.522027226395767,2762.52235670337
822,,,,,,,,10.507361915520011,2765.87901013013
823,,,,,,,,10.492778863138273,2769.2356635568904
824,,,,,,,,10.478280148312951,2772.59231698365
825,,,,,,,,10.463867863767053,2775.9489704104103
826,,,,,,,,10.449544115917622,2779.3056238371705
827,,,,,,,,10.435311024909357,2782.6622772639307
828,,,,,,,,10.421170724648608,2786.0189306906905
829,,,,,,,,10.407125362836371,2789.3755841174507
830,,,,,,,,10.393177101002625,2792.732237544211
831,,,,,,,,10.379328114539351,2796.088890970971
832,,,,,,,,10.365580592734506,2799.445544397731
833,,,,,,,,10.351936738805666,2802.802197824491
834,,,,,,,,10.338398769933367,2806.1588512512512
835,,,,,,,,10.324968917295127,2809.5155046780114
836,,,,,,,,10.311649426098786,2812.8721581047716
837,,,,,,,,10.29844255561618,2816.2288115315314
838,,,,,,,,10.285350579216942,2819.5854649582916
839,,,,,,,,10.27237578440192,2822.942118385052
840,,,,,,,,10.259520472836858,2826.298771811812
841,,,,,,,,10.246786960386164,2829.6554252385718
842,,,,,,,,10.234177577146443,2833.012078665332
843,,,,,,,,10.221694667480012,2836.368732092092
844,,,,,,,,10.209340590048715,2839.7253855188524
845,,,,,,,,10.19711771784755,2843.082038945612
846,,,,,,,,10.18502843823801,2846.4386923723723
847,,,,,,,,10.17307515298224,2849.7953457991325
848,,,,,,,,10.161260278276036,2853.1519992258927
849,,,,,,,,10.14958624478307,2856.5086526526525
850,,,,,,,,10.138055497668024,2859.8653060794127
851,,,,,,,,10.126670496630613,2863.221959506173
852,,,,,,,,10.115433715939066,2866.578612932933
853,,,,,,,,10.104347644463463,2869.935266359693
854,,,,,,,,10.093414785709957,2873.291919786453
855,,,,,,,,10.082637657853969,2876.6485732132132
856,,,,,,,,10.07201879377384,2880.0052266399734
857,,,,,,,,10.06156074108468,2883.361880066733
858,,,,,,,,10.051266062171795,2886.7185334934934
859,,,,,,,,10.041137334224448,2890.0751869202536
860,,,,,,,,10.031177149269372,2893.431840347014
861,,,,,,,,10.021388114204587,2896.7884937737736
862,,,,,,,,10.011772850832688,2900.1451472005338
863,,,,,,,,10.002333995894947,2903.501800627294
864,,,,,,,,9.993074201104537,2906.858454054054
865,,,,,,,,9.983996133180302,2910.2151074808144
866,,,,,,,,9.975102473880487,2913.571760907574
867,,,,,,,,9.966395920036224,2916.9284143343343
868,,,,,,,,9.957879183585181,2920.2850677610945
869,,,,,,,,9.949554991605414,2923.6417211878547
870,,,,,,,,9.941426086348503,2926.9983746146145
871,,,,,,,,9.93349522527372,2930.3550280413747
872,,,,,,,,9.925765181081449,2933.711681468135
873,,,,,,,,9.918238741746638,2937.068334894895
874,,,,,,,,9.910918710552682,2940.424988321655
875,,,,,,,,9.903807906125042,2943.781641748415
876,,,,,,,,9.8969091624645,2947.1382951751752
877,,,,,,,,9.890225328981462,2950.4949486019354
878,,,,,,,,9.883759270528959,2953.851602028695
879,,,,,,,,9.877513867436523,2957.2082554554554
880,,,,,,,,9.871492015543954,2960.5649088822156
881,,,,,,,,9.865696626234769,2963.921562308976
882,,,,,,,,9.860130626469743,2967.2782157357356
883,,,,,,,,9.854796958820817,2970.6348691624958
884,,,,,,,,9.849698581504715,2973.991522589256
885,,,,,,,,9.844838468416004,2977.348176016016
886,,,,,,,,9.840219609161597,2980.704829442776
887,,,,,,,,9.835845009093834,2984.061482869536
888,,,,,,,,9.831717689344021,2987.4181362962963
889,,,,,,,,9.827840686856621,2990.7747897230565
890,,,,,,,,9.824217054422167,2994.1314431498163
891,,,,,,,,9.820849860711508,2997.4880965765765
892,,,,,,,,9.817742190309009,3000.8447500033367
893,,,,,,,,9.814897143746652,3004.201403430097
894,,,,,,,,9.812317837536899,3007.5580568568566
895,,,,,,,,9.810007404207244,3010.914710283617
896,,,,,,,,9.807968992333134,3014.271363710377
897,,,,,,,,9.806205766572038,3017.6280171371372
898,,,,,,,,9.804720907696709,3020.9846705638975
899,,,,,,,,9.803517612629026,3024.341323990657
900,,,,,,,,9.802599094473795,3027.6979774174174
901,,,,,,,,9.801968582551883,3031.0546308441776
902,,,,,,,,9.801629322434525,3034.411284270938
903,,,,,,,,9.80158457597624,3037.7679376976976
904,,,,,,,,9.801837621348898,3041.1245911244578
905,,,,,,,,9.802391753075444,3044.481244551218
906,,,,,,,,9.803250282062937,3047.837897977978
907,,,,,,,,9.804416535636978,3051.194551404738
908,,,,,,,,9.805893857574734,3054.551204831498
909,,,,,,,,9.807685608138815,3057.9078582582583
910,,,,,,,,9.809795164110785,3061.2645116850185
911,,,,,,,,9.81222591882501,3064.6211651117783
912,,,,,,,,9.814981282202115,3067.9778185385385
913,,,,,,,,9.818064680782573,3071.3344719652987
914,,,,,,,,9.821479557760387,3074.691125392059
915,,,,,,,,9.825229373016914,3078.0477788188186
916,,,,,,,,9.829317603154056,3081.404432245579
917,,,,,,,,9.833747741528487,3084.761085672339
918,,,,,,,,9.838523298284702,3088.1177390990993
919,,,,,,,,9.843647800388982,3091.474392525859
920,,,,,,,,9.849124791662906,3094.831045952619
921,,,,,,,,9.854957832817053,3098.1876993793794
922,,,,,,,,9.861150501484605,3101.5443528061396
923,,,,,,,,9.867706392254792,3104.9010062328994
924,,,,,,,,9.874629116707002,3108.2576596596596
925,,,,,,,,9.881922303443918,3111.6143130864198
926,,,,,,,,9.889589598125259,3114.97096651318
927,,,,,,,,9.897634663501794,3118.3276199399397
928,,,,,,,,9.906061179448177,3121.6842733667
929,,,,,,,,9.914872842997529,3125.04092679346
930,,,,,,,,9.924073368374327,3128.3975802202203
931,,,,,,,,9.933666487028479,3131.7542336469805
932,,,,,,,,9.94365594766855,3135.1108870737403
933,,,,,,,,9.954045516295981,3138.4675405005005
934,,,,,,,,9.964838976237917,3141.8241939272607
935,,,,,,,,9.976040128181683,3145.180847354021
936,,,,,,,,9.987652790207864,3148.5375007807806
937,,,,,,,,9.999680797823988,3151.894154207541
938,,,,,,,,10.01212800399843,3155.250807634301
939,,,,,,,,10.024998279193728,3158.6074610610613
940,,,,,,,,10.038295511400424,3161.964114487821
941,,,,,,,,10.052023606170469,3165.320767914581
942,,,,,,,,10.066186486651294,3168.6774213413414
943,,,,,,,,10.080788093618953,3172.0340747681016
944,,,,,,,,10.095832385512058,3175.3907281948614
945,,,,,,,,10.11132333846503,3178.7473816216216
946,,,,,,,,10.127264946342354,3182.104035048382
947,,,,,,,,10.143661220771623,3185.460688475142
948,,,,,,,,10.160516191177425,3188.8173419019017
949,,,,,,,,10.177833904815163,3192.173995328662
950,,,,,,,,10.195618426804248,3195.530648755422
951,,,,,,,,10.213873840161984,3198.8873021821823
952,,,,,,,,10.232604245837212,3202.243955608942
953,,,,,,,,10.251813762743854,3205.6006090357023
954,,,,,,,,10.271506527794674,3208.9572624624625
955,,,,,,,,10.291686695934647,3212.3139158892227
956,,,,,,,,10.31235844017478,3215.6705693159824
957,,,,,,,,10.333525951626104,3219.0272227427427
958,,,,,,,,10.35519343953236,3222.383876169503
959,,,,,,,,10.37736513130439,3225.740529596263
960,,,,,,,,10.40004527255373,3229.0971830230233
961,,,,,,,,10.423238127125973,3232.453836449783
962,,,,,,,,10.446947977134602,3235.810489876543
963,,,,,,,,10.471179122994062,3239.1671433033034
964,,,,,,,,10.495935883454496,3242.5237967300636
965,,,,,,,,10.521222595634374,3245.8804501568234
966,,,,,,,,10.547043615054424,3249.2371035835836
967,,,,,,,,10.573403315671516,3252.593757010344
968,,,,,,,,10.600306089911971,3255.950410437104
969,,,,,,,,10.627756348705322,3259.3070638638637
970,,,,,,,,10.6557585215178,3262.663717290624
971,,,,,,,,10.68431705638638,3266.020370717384
972,,,,,,,,10.713436419952036,3269.3770241441443
973,,,,,,,,10.74312109749339,3272.733677570904
974,,,,,,,,10.773375592960196,3276.0903309976643
975,,,,,,,,10.804204429007616,3279.4469844244245
976,,,,,,,,10.835612147029185,3282.8036378511847
977,,,,,,,,10.867603307190809,3286.1602912779445
978,,,,,,,,10.900182488464129,3289.5169447047047
979,,,,,,,,10.933354288660116,3292.873598131465
980,,,,,,,,10.967123324463348,3296.230251558225
981,,,,,,,,11.001494231464807,3299.586904984985
982,,,,,,,,11.036471664195819,3302.943558411745
983,,,,,,,,11.072060296162096,3306.300211838505
984,,,,,,,,11.108264819876656,3309.6568652652654
985,,,,,,,,11.145089946893979,3313.013518692025
986,,,,,,,,11.18254040784321,3316.3701721187854
987,,,,,,,,11.220620952462316,3319.7268255455456
988,,,,,,,,11.2593363496314,3323.083478972306
989,,,,,,,,11.298691387406127,3326.4401323990655
990,,,,,,,,11.33869087305182,3329.7967858258257
991,,,,,,,,11.379339633076786,3333.153439252586
992,,,,,,,,11.420642513266063,3336.510092679346
993,,,,,,,,11.462604378714804,3339.8667461061063
994,,,,,,,,11.505230113862542,3343.223399532866
995,,,,,,,,11.548524622525935,3346.5800529596263
996,,,,,,,,11.592492827933103,3349.9367063863865
997,,,,,,,,11.637139672756877,3353.2933598131467
998,,,,,,,,11.682470119148736,3356.6500132399065
999,,,,,,,,11.728489148772116,3360.0066666666667
